dataset_id,数据集编号,english_file,英文文件,chinese_file,中文文件,rows,行数,columns,列数,source_paths,来源路径
ML_SHAP_Multi_Target_Result__M_DM__98162870,ML_SHAP_Multi_Target_Result__M_DM__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__M_DM__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__M_DM__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_DM__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_DM__98162870_cn.csv,3,3,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__M_EWM__98162870,ML_SHAP_Multi_Target_Result__M_EWM__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__M_EWM__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__M_EWM__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_EWM__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_EWM__98162870_cn.csv,3,3,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__M_Factor__98162870,ML_SHAP_Multi_Target_Result__M_Factor__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__M_Factor__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__M_Factor__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_Factor__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_Factor__98162870_cn.csv,3,3,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__M_PCA__98162870,ML_SHAP_Multi_Target_Result__M_PCA__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__M_PCA__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__M_PCA__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_PCA__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_PCA__98162870_cn.csv,3,3,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__M_Spearman_CRITIC__98162870,ML_SHAP_Multi_Target_Result__M_Spearman_CRITIC__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__M_Spearman_CRITIC__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__M_Spearman_CRITIC__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_Spearman_CRITIC__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__M_Spearman_CRITIC__98162870_cn.csv,3,3,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__S_CV__98162870,ML_SHAP_Multi_Target_Result__S_CV__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__S_CV__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__S_CV__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_CV__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_CV__98162870_cn.csv,558,558,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__S_DM__98162870,ML_SHAP_Multi_Target_Result__S_DM__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__S_DM__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__S_DM__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_DM__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_DM__98162870_cn.csv,558,558,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__S_EWM__98162870,ML_SHAP_Multi_Target_Result__S_EWM__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__S_EWM__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__S_EWM__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_EWM__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_EWM__98162870_cn.csv,558,558,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__S_Factor__98162870,ML_SHAP_Multi_Target_Result__S_Factor__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__S_Factor__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__S_Factor__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_Factor__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_Factor__98162870_cn.csv,558,558,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__S_PCA__98162870,ML_SHAP_Multi_Target_Result__S_PCA__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__S_PCA__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__S_PCA__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_PCA__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_PCA__98162870_cn.csv,558,558,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_Multi_Target_Result__S_Spearman_CRITIC__98162870,ML_SHAP_Multi_Target_Result__S_Spearman_CRITIC__98162870,data_processed/english/ML_SHAP_Multi_Target_Result__S_Spearman_CRITIC__98162870_en.csv,data_processed/english/ML_SHAP_Multi_Target_Result__S_Spearman_CRITIC__98162870_en.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_Spearman_CRITIC__98162870_cn.csv,data_processed/chinese/ML_SHAP_Multi_Target_Result__S_Spearman_CRITIC__98162870_cn.csv,558,558,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_MULTI_TARGET/ML_SHAP_Multi_Target_Result.xlsx
ML_SHAP_National_Result__Feature_Importance__77e1d70a,ML_SHAP_National_Result__Feature_Importance__77e1d70a,data_processed/english/ML_SHAP_National_Result__Feature_Importance__77e1d70a_en.csv,data_processed/english/ML_SHAP_National_Result__Feature_Importance__77e1d70a_en.csv,data_processed/chinese/ML_SHAP_National_Result__Feature_Importance__77e1d70a_cn.csv,data_processed/chinese/ML_SHAP_National_Result__Feature_Importance__77e1d70a_cn.csv,10,10,2,2,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_NATIONAL/ML_SHAP_National_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_NATIONAL/ML_SHAP_National_Result.xlsx
ML_SHAP_National_Result__Model_Metrics__77e1d70a,ML_SHAP_National_Result__Model_Metrics__77e1d70a,data_processed/english/ML_SHAP_National_Result__Model_Metrics__77e1d70a_en.csv,data_processed/english/ML_SHAP_National_Result__Model_Metrics__77e1d70a_en.csv,data_processed/chinese/ML_SHAP_National_Result__Model_Metrics__77e1d70a_cn.csv,data_processed/chinese/ML_SHAP_National_Result__Model_Metrics__77e1d70a_cn.csv,3,3,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_NATIONAL/ML_SHAP_National_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_NATIONAL/ML_SHAP_National_Result.xlsx
ML_SHAP_National_Result__SHAP_Values__77e1d70a,ML_SHAP_National_Result__SHAP_Values__77e1d70a,data_processed/english/ML_SHAP_National_Result__SHAP_Values__77e1d70a_en.csv,data_processed/english/ML_SHAP_National_Result__SHAP_Values__77e1d70a_en.csv,data_processed/chinese/ML_SHAP_National_Result__SHAP_Values__77e1d70a_cn.csv,data_processed/chinese/ML_SHAP_National_Result__SHAP_Values__77e1d70a_cn.csv,558,558,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_NATIONAL/ML_SHAP_National_Result.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_NATIONAL/ML_SHAP_National_Result.xlsx
MODEL_COMPARE_RESULTS__BEST_PARAMS__184dbe10,MODEL_COMPARE_RESULTS__BEST_PARAMS__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__BEST_PARAMS__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__BEST_PARAMS__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__BEST_PARAMS__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__BEST_PARAMS__184dbe10_cn.csv,8,8,2,2,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__METRICS_SUMMARY__184dbe10,MODEL_COMPARE_RESULTS__METRICS_SUMMARY__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__METRICS_SUMMARY__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__METRICS_SUMMARY__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__METRICS_SUMMARY__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__METRICS_SUMMARY__184dbe10_cn.csv,24,24,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__PREDICTIONS_ALL__184dbe10,MODEL_COMPARE_RESULTS__PREDICTIONS_ALL__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__PREDICTIONS_ALL__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__PREDICTIONS_ALL__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__PREDICTIONS_ALL__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__PREDICTIONS_ALL__184dbe10_cn.csv,4464,4464,9,9,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__SEARCH_AdaBoost__184dbe10,MODEL_COMPARE_RESULTS__SEARCH_AdaBoost__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_AdaBoost__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_AdaBoost__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_AdaBoost__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_AdaBoost__184dbe10_cn.csv,12,12,17,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__SEARCH_CATBOOST_XGBOOST__184dbe10,MODEL_COMPARE_RESULTS__SEARCH_CATBOOST_XGBOOST__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_CATBOOST_XGBOOST__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_CATBOOST_XGBOOST__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_CATBOOST_XGBOOST__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_CATBOOST_XGBOOST__184dbe10_cn.csv,1536,1536,24,24,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__SEARCH_CatBoost__184dbe10,MODEL_COMPARE_RESULTS__SEARCH_CatBoost__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_CatBoost__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_CatBoost__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_CatBoost__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_CatBoost__184dbe10_cn.csv,16,16,18,18,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__SEARCH_ELM__184dbe10,MODEL_COMPARE_RESULTS__SEARCH_ELM__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_ELM__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_ELM__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_ELM__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_ELM__184dbe10_cn.csv,27,27,17,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__SEARCH_GBDT__184dbe10,MODEL_COMPARE_RESULTS__SEARCH_GBDT__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_GBDT__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_GBDT__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_GBDT__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_GBDT__184dbe10_cn.csv,16,16,18,18,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__SEARCH_RF__184dbe10,MODEL_COMPARE_RESULTS__SEARCH_RF__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_RF__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_RF__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_RF__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_RF__184dbe10_cn.csv,24,24,18,18,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__SEARCH_SVR__184dbe10,MODEL_COMPARE_RESULTS__SEARCH_SVR__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_SVR__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_SVR__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_SVR__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_SVR__184dbe10_cn.csv,27,27,18,18,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__SEARCH_XGBOOST__184dbe10,MODEL_COMPARE_RESULTS__SEARCH_XGBOOST__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_XGBOOST__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__SEARCH_XGBOOST__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_XGBOOST__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SEARCH_XGBOOST__184dbe10_cn.csv,32,32,19,19,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
MODEL_COMPARE_RESULTS__SPLIT_INFO__184dbe10,MODEL_COMPARE_RESULTS__SPLIT_INFO__184dbe10,data_processed/english/MODEL_COMPARE_RESULTS__SPLIT_INFO__184dbe10_en.csv,data_processed/english/MODEL_COMPARE_RESULTS__SPLIT_INFO__184dbe10_en.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SPLIT_INFO__184dbe10_cn.csv,data_processed/chinese/MODEL_COMPARE_RESULTS__SPLIT_INFO__184dbe10_cn.csv,3,3,3,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/MODEL_COMPARE_RESULTS.xlsx
PANEL_ANALYSIS_DATA_-__EXOGENOUS_DICT__1ec6c595,PANEL_ANALYSIS_DATA_-__EXOGENOUS_DICT__1ec6c595,data_processed/english/PANEL_ANALYSIS_DATA_-__EXOGENOUS_DICT__1ec6c595_en.csv,data_processed/english/PANEL_ANALYSIS_DATA_-__EXOGENOUS_DICT__1ec6c595_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA_-__EXOGENOUS_DICT__1ec6c595_cn.csv,data_processed/chinese/PANEL_ANALYSIS_DATA_-__EXOGENOUS_DICT__1ec6c595_cn.csv,11,11,3,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA - 副本.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA - 副本.xlsx
PANEL_ANALYSIS_DATA_-__PANEL_ANALYSIS__1ec6c595,PANEL_ANALYSIS_DATA_-__PANEL_ANALYSIS__1ec6c595,data_processed/english/PANEL_ANALYSIS_DATA_-__PANEL_ANALYSIS__1ec6c595_en.csv,data_processed/english/PANEL_ANALYSIS_DATA_-__PANEL_ANALYSIS__1ec6c595_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA_-__PANEL_ANALYSIS__1ec6c595_cn.csv,data_processed/chinese/PANEL_ANALYSIS_DATA_-__PANEL_ANALYSIS__1ec6c595_cn.csv,558,558,20,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA - 副本.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA - 副本.xlsx
PANEL_ANALYSIS_DATA_-__RAW_EXOGENOUS__1ec6c595,PANEL_ANALYSIS_DATA_-__RAW_EXOGENOUS__1ec6c595,data_processed/english/PANEL_ANALYSIS_DATA_-__RAW_EXOGENOUS__1ec6c595_en.csv,data_processed/english/PANEL_ANALYSIS_DATA_-__RAW_EXOGENOUS__1ec6c595_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA_-__RAW_EXOGENOUS__1ec6c595_cn.csv,data_processed/chinese/PANEL_ANALYSIS_DATA_-__RAW_EXOGENOUS__1ec6c595_cn.csv,1085,1085,14,14,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA - 副本.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA - 副本.xlsx
PANEL_ANALYSIS_DATA__EXOGENOUS_DICT__c57958ae,PANEL_ANALYSIS_DATA__EXOGENOUS_DICT__c57958ae,data_processed/english/PANEL_ANALYSIS_DATA__EXOGENOUS_DICT__c57958ae_en.csv,data_processed/english/PANEL_ANALYSIS_DATA__EXOGENOUS_DICT__c57958ae_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA__EXOGENOUS_DICT__c57958ae_cn.csv,data_processed/chinese/PANEL_ANALYSIS_DATA__EXOGENOUS_DICT__c57958ae_cn.csv,11,11,3,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA.xlsx
PANEL_ANALYSIS_DATA__PANEL_ANALYSIS__c57958ae,PANEL_ANALYSIS_DATA__PANEL_ANALYSIS__c57958ae,data_processed/english/PANEL_ANALYSIS_DATA__PANEL_ANALYSIS__c57958ae_en.csv,data_processed/english/PANEL_ANALYSIS_DATA__PANEL_ANALYSIS__c57958ae_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA__PANEL_ANALYSIS__c57958ae_cn.csv,data_processed/chinese/PANEL_ANALYSIS_DATA__PANEL_ANALYSIS__c57958ae_cn.csv,558,558,15,15,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA.xlsx
PANEL_ANALYSIS_DATA__RAW_EXOGENOUS__c57958ae,PANEL_ANALYSIS_DATA__RAW_EXOGENOUS__c57958ae,data_processed/english/PANEL_ANALYSIS_DATA__RAW_EXOGENOUS__c57958ae_en.csv,data_processed/english/PANEL_ANALYSIS_DATA__RAW_EXOGENOUS__c57958ae_en.csv,data_processed/chinese/PANEL_ANALYSIS_DATA__RAW_EXOGENOUS__c57958ae_cn.csv,data_processed/chinese/PANEL_ANALYSIS_DATA__RAW_EXOGENOUS__c57958ae_cn.csv,1085,1085,14,14,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/PANEL_ANALYSIS_DATA.xlsx
